"1",-9.37252771807435
"2",28.238263632115
"3",-8.48675939513643
"4",-8.0518634434806
"5",-8.25860239247322
"6",-8.87216138753699
"7",-9.06794010270664
"8",-8.42664007494835
"9",-8.14656138587096
"10",-8.98545043596841
"11",-8.8446305977475
"12",-8.04841659688252
"13",-9.33542662005726
"14",-9.00927627400188
"15",-8.66882066041821
"16",-7.93121012646406
"17",-7.45449591460503
"18",-8.73292592536308
"19",-8.753788824024
"20",-9.20627086550523
"21",-8.09952495306919
"22",-9.01899520901493
"23",-8.46966191812812
"24",-9.30379942733147
"25",-8.64672552970277
"26",-8.54904662867059
"27",-8.11467145029382
"28",-8.96403654599123
"29",-9.01413895484237
"30",-7.81207512787228
"31",27.8810332908573
"32",-8.79567607820095
"33",-9.00461104561682
"34",-8.87116370564443
"35",-8.41362455696374
"36",-8.5510049774719
"37",-6.94079342053657
"38",26.7280374193852
"39",-8.33138404945304
"40",28.3906377630547
"41",-8.22580454105427
"42",-8.4463886343834
"43",-8.18587483052592
"44",-7.81681527796928
"45",-7.98216633274961
"46",-8.6396995850954
"47",-8.2366926115769
"48",-8.49910139857208
"49",-7.92923178362335
"50",-8.35137222748569
"51",-8.66504638708634
"52",-8.67218494795372
"53",-8.68326607478184
"54",-9.50589926413853
"55",-9.37073609475841
"56",-8.9435963441607
"57",-8.91808964928535
"58",-9.60553709054931
"59",-9.7679883678973
"60",-8.38324453963741
"61",-9.09873364371747
"62",2.85745484342154
"63",-8.27178264265614
"64",-8.0924579308038
"65",-8.06089542644039
"66",-7.55201559266045
"67",29.3348665386405
"68",-8.69791992207662
"69",-8.22890605187537
"70",-8.58229277236999
"71",-7.96680927304372
"72",-8.59110515823968
"73",-8.56913994323916
"74",-8.46665782614658
"75",-8.22918471575124
"76",-7.20861254187054
"77",-7.8766197971073
"78",-8.18007027724357
"79",-7.79331088759638
"80",-8.23380059260101
"81",-8.49932645870735
"82",-7.45339257565735
"83",-8.51305178276286
"84",-7.99652156120794
"85",-8.17166749630732
"86",-8.19311696655672
"87",-7.89381102907663
"88",30.9929778834351
"89",-7.8561398489246
"90",-7.56770524195215
"91",-7.96157638427208
"92",-8.09840339490251
"93",-7.89178916914598
"94",-8.09231756643849
"95",-8.50136328586346
"96",-7.61367696965597
"97",-8.29569302422852
"98",-7.51058935840973
"99",-7.73269269589418
"100",-7.51170047028088
"101",-8.27427005422066
"102",-7.9212998176745
"103",-7.47071839201737
"104",-7.94210848629616
"105",-7.82918766154993
"106",-7.68579439370598
"107",-7.92371255754693
"108",-8.12608021514906
"109",-8.10189992473487
"110",-8.27716916954261
"111",-7.61252383734159
"112",-8.39829518713569
"113",-7.84448180255358
"114",-8.34193372926267
"115",-8.89749050493836
"116",-8.40567280825652
"117",-8.21113668967364
"118",-7.55027038082305
"119",-8.80820382935245
"120",-8.69579515959123
"121",-8.71033910737601
"122",-7.47762771942122
"123",-7.66254705894344
"124",-7.61535400387186
"125",-7.47426878116782
"126",-8.30129438928741
"127",-7.97583689784419
"128",-8.47149442487942
"129",-8.5455224471272
"130",-8.08371487165785
"131",-7.52856455679691
"132",-7.9056615620888
"133",-7.7457273872824
"134",-8.25333593016813
"135",-8.30102913067368
"136",-8.80316960906933
"137",-8.11895424671309
"138",-8.50128290189036
"139",-8.14121768218755
"140",-8.06232624169616
"141",-9.34244788615578
"142",-8.28886438747484
"143",-8.81417851422952
"144",-8.4722198272959
"145",-8.29834264073967
"146",-8.46954192245631
"147",-8.16337476062417
"148",-8.04229025933716
"149",-7.91381002703808
"150",-8.07721563568967
"151",-7.92372467605027
"152",-8.25324236820363
"153",-8.01739538283723
"154",-7.97868983476667
"155",-8.47568779643835
"156",-8.52406912151066
"157",-8.75684047391445
"158",-8.40442016856547
"159",-8.75875815640358
"160",-8.38181906843099
"161",-8.23509983017356
"162",-8.04574636487931
"163",-8.84040352137853
"164",-8.94873504185471
"165",-8.56654692743895
"166",-9.12064131806961
"167",-8.66058004768189
"168",-8.42397381221004
"169",-8.27498938466562
"170",-9.11873368070691
"171",-8.32832767273779
"172",-8.51869792793332
"173",-8.39018821136417
"174",-8.31832894140398
"175",-8.33776053640718
"176",-8.99334825191534
"177",-8.98593982509554
"178",-8.82246691685231
"179",-8.42753445443679
"180",-8.04818098743022
"181",-7.92009107737017
"182",-8.16229956711388
"183",-7.9351621757112
"184",-8.65222815698964
"185",24.9303132916736
"186",-8.82007741914317
"187",-8.10086165954958
"188",-8.84428341910091
"189",-8.12405416041018
"190",-8.36858084810243
"191",-8.64742379656505
"192",-8.00009081387861
"193",-8.64884554381203
"194",-9.70365931363906
"195",-9.45986235496048
"196",-9.42372866592756
"197",-9.79857899578116
"198",-8.76374875828811
"199",-8.76043457820912
"200",-9.74886430330338
"201",-9.20434794590499
"202",-8.70942080151858
"203",-9.0710508863075
"204",-9.13706415161101
"205",-8.77061745373358
"206",-9.15802630066907
"207",-8.84950291952769
"208",-9.39044464261356
"209",3.72380906656293
"210",-9.82768524173525
"211",-9.67800524627103
"212",-9.81679305503877
"213",-9.05913118328032
"214",-8.76668309995192
"215",-8.50790727998583
"216",-8.21995412202302
"217",-9.21944022684109
"218",-8.02198358971132
"219",-8.39958809304833
"220",-8.43176753262938
